"Brinco","Tatuagem","Correspondente","Data de Nascimento","Data de Entrada","Raça","Status","Idade","Baia","Peso de entrada","AC","Ultimo cio","TSI","Mãe","Pai","DP","SC","CIO","QTD CIO",
"52086","F3269","55587","5/11/2023","10/17/2023","TLLZZ - TN70","","242","","","","12/23/2023","107","BMBD7959","BNTK4282","C","CC","Regular","4",
"52087","F3276","55503","5/11/2023","10/17/2023","TLLZZ - TN70","","242","","","","12/23/2023","107","BMBD7959","BNTK4282","C","CC","Regular","4",
"52090","F3254","55529","5/11/2023","10/17/2023","TLLZZ - TN70","","242","","","","12/19/2023","110","BMBE5906","BNTK4282","C","CC","Regular","2",
"52093","F3281","55591","5/11/2023","10/17/2023","TLLZZ - TN70","","242","","","","12/23/2023","98","BMBE3071","BNTK4611","C","CC","Regular","4",
"51403","F3266","55549","5/11/2023","10/24/2023","TLLZZ - TN70","","242","","","","12/24/2023","107","BMBD7959","BNTK4282","C","CC","Regular","3",
"51408","F3258","55507","5/11/2023","10/24/2023","TLLZZ - TN70","","242","","","","12/24/2023","125","BMBE5905","BNTL1068","C","CC","Regular","4",
"9283","F3284","9407","5/11/2023","10/17/2023","TZZZZ - AVÓ","","242","","","","12/28/2023","111","","","A","AA","Regular","2",
"50106","F2153","54308","3/22/2023","8/22/2023","TLLZZ - TN70","","292","","","","11/8/2023","101","BMBD7143","BNTK4235","C","CC","Regular","3",
"9671","F3866","9522","6/11/2023","11/21/2023","TZZZZ - AVÓ","","211","","","","12/19/2023","110","","","A","AA","Regular","1",
"9663","F3865","9488","6/11/2023","11/21/2023","TZZZZ - AVÓ","","211","","","","12/24/2023","110","","","A","AA","Regular","2",
"51614","F4492","59435","7/23/2023","12/19/2023","TLLZZ - TN70","","169","","","","","98","BMBD6944","BNTL1066","C","CC","Sem cio nova","0",
"51616","F4497","59425","7/23/2023","12/19/2023","TLLZZ - TN70","","169","","","","12/28/2023","98","BMBD1404","BNTL1066","C","CC","Nova com cio","1",
"50059","F4471","59331","7/22/2023","12/12/2023","TLLZZ - TN70","","170","","","","","98","BMBD7200","PS01079004","C","CC","Sem cio nova","0",
"50060","F4476","59301","7/22/2023","12/12/2023","TLLZZ - TN70","","170","","","","1/3/2024","98","BMBE7802","BNTK5419","C","CC","Nova com cio","2",
"50476","F4477","49463","7/22/2023","12/12/2023","TLLZZ - TN70","","170","","","","12/20/2023","98","BMBE7802","BNTK5419","C","CC","Nova com cio","1",
"50479","F4468","59467","7/22/2023","12/12/2023","TLLZZ - TN70","","170","","","","12/24/2023","98","BMBD7200","PS01079004","C","CC","Nova com cio","1",
"50496","F4469","56915","7/22/2023","12/12/2023","TLLZZ - TN70","","170","","","","","98","BMBD7200","PS01079004","C","CC","Sem cio nova","0",
"49952","F4475","59497","7/22/2023","12/19/2023","TLLZZ - TN70","","170","","","","12/31/2023","98","BMBE7802","BNTK5419","C","CC","Nova com cio","1",
"50063","F4457","59304","7/21/2023","12/12/2023","TLLZZ - TN70","","171","","","","12/21/2023","98","BMBE1819","BNTK5513","C","CC","Nova com cio","1",
"50067","F4455","59307","7/21/2023","12/12/2023","TLLZZ - TN70","","171","","","","","98","BMBD6850","BNTK5513","C","CC","Sem cio nova","0",
"49963","F4465","59422","7/21/2023","12/19/2023","TLLZZ - TN70","","171","","","","12/29/2023","98","BMBE7800","PS01078362","C","CC","Nova com cio","1",
"49968","F4456","59477","7/21/2023","12/19/2023","TLLZZ - TN70","","171","","","","","98","BMBE1819","BNTK5513","C","CC","Sem cio nova","0",
"51610","F4462","59487","7/21/2023","12/19/2023","TLLZZ - TN70","","171","","","","12/23/2023","98","BMBE1819","BNTK5513","C","CC","Nova com cio","1",
"51611","F4466","59424","7/21/2023","12/19/2023","TLLZZ - TN70","","171","","","","","98","BMBE7800","PS01078362","C","CC","Sem cio nova","0",
"50757","F4438","59326","7/20/2023","12/5/2023","TLLZZ - TN70","","172","","","","1/1/2024","98","BMBE1464","BNTK4614","C","CC","Nova com cio","2",
"50766","F4449","59308","7/20/2023","12/5/2023","TLLZZ - TN70","","172","","","","12/28/2023","98","BMBE1920","BNTK4614","C","CC","Nova com cio","2",
"50768","F4442","59388","7/20/2023","12/5/2023","TLLZZ - TN70","","172","","","","12/29/2023","98","BMBD7087","BNTK5513","C","CC","Nova com cio","1",
"51556","F4444","59319","7/20/2023","12/5/2023","TLLZZ - TN70","","172","","","","1/3/2024","98","BMBD7087","BNTK5513","C","CC","Nova com cio","2",
"50066","F4450","59329","7/20/2023","12/12/2023","TLLZZ - TN70","","172","","","","","98","BMBE1920","BNTK4614","C","CC","Sem cio nova","0",
"51603","F4491","59436","7/23/2023","12/19/2023","TLLZZ - TN70","","169","","","","12/29/2023","98","BMBD6944","BNTL1066","C","CC","Nova com cio","1",
"49970","F4498","59455","7/23/2023","12/19/2023","TLLZZ - TN70","","169","","","","1/8/2024","98","BMBD1404","BNTL1066","C","CC","Nova com cio","1",
"49966","F4483","59476","7/23/2023","12/19/2023","TLLZZ - TN70","","169","","","","1/2/2024","98","BMBD9481","BNTL1066","C","CC","Nova com cio","1",
"49951","F4487","59462","7/23/2023","12/19/2023","TLLZZ - TN70","","169","","","","","98","BMBD6944","BNTL1066","C","CC","Sem cio nova","0",
"51612","F4515","59406","7/25/2023","12/19/2023","TLLZZ - TN70","","167","","","","","115","BMBD9619","BJ01023312","C","CC","Sem cio nova","0",
"51615","F4516","59454","7/25/2023","12/19/2023","TLLZZ - TN70","","167","","","","","115","BMBD9619","BJ01023312","C","CC","Sem cio nova","0",
"51567","F4510","59342","7/24/2023","12/5/2023","TLLZZ - TN70","","168","","","","","98","BMBD2161","PS01079004","C","CC","Sem cio nova","0",
"51575","F4512","59305","7/24/2023","12/5/2023","TLLZZ - TN70","","168","","","","12/19/2023","98","BMBD2161","PS01079004","C","CC","Nova com cio","1",
"50482","F4503","59471","7/24/2023","12/12/2023","TLLZZ - TN70","","168","","","","12/29/2023","98","BMBE1605","BJ01023312","C","CC","Nova com cio","1",
"50494","F4502","56979","7/24/2023","12/12/2023","TLLZZ - TN70","","168","","","","12/23/2023","98","BMBE1605","BJ01023312","C","CC","Nova com cio","1",
"50500","F4501","59481","7/24/2023","12/12/2023","TLLZZ - TN70","","168","","","","12/19/2023","98","BMBE1605","BJ01023312","C","CC","Nova com cio","1",
"49954","F4507","59492","7/24/2023","12/19/2023","TLLZZ - TN70","","168","","","","","98","BMBD9220","BNTL1066","C","CC","Sem cio nova","0",
"49962","F4504","59412","7/24/2023","12/19/2023","TLLZZ - TN70","","168","","","","12/24/2023","98","BMBE1605","BJ01023312","C","CC","Nova com cio","1",
"50491","F4443","59491","7/20/2023","12/12/2023","TLLZZ - TN70","","172","","","","1/5/2024","98","BMBD7087","BNTK5513","C","CC","Nova com cio","2",
"49973","F4509","59475","7/24/2023","12/19/2023","TLLZZ - TN70","","168","","","","12/29/2023","98","BMBD2161","PS01079004","C","CC","Nova com cio","1",
"50754","F4482","59315","7/23/2023","12/5/2023","TLLZZ - TN70","","169","","","","12/30/2023","98","BMBD9481","BNTL1066","C","CC","Nova com cio","1",
"50773","F4479","59344","7/23/2023","12/5/2023","TLLZZ - TN70","","169","","","","1/3/2024","98","BMBD9481","BNTL1066","C","CC","Nova com cio","1",
"50053","F4489","59489","7/23/2023","12/12/2023","TLLZZ - TN70","","169","","","","12/31/2023","98","BMBD6944","BNTL1066","C","CC","Nova com cio","1",
"50054","F4480","59356","7/23/2023","12/12/2023","TLLZZ - TN70","","169","","","","1/1/2024","98","BMBD9481","BNTL1066","C","CC","Nova com cio","1",
"50071","F4494","59316","7/23/2023","12/12/2023","TLLZZ - TN70","","169","","","","12/22/2023","98","BMBD1404","BNTL1066","C","CC","Nova com cio","1",
"50481","F4488","59451","7/23/2023","12/12/2023","TLLZZ - TN70","","169","","","","12/23/2023","98","BMBD6944","BNTL1066","C","CC","Nova com cio","1",
"50485","F4496","59457","7/23/2023","12/12/2023","TLLZZ - TN70","","169","","","","","98","BMBD1404","BNTL1066","C","CC","Sem cio nova","0",
"50487","F4499","49459","7/23/2023","12/12/2023","TLLZZ - TN70","","169","","","","12/20/2023","98","BMBD1404","BNTL1066","C","CC","Nova com cio","1",
"50497","F4485","59444","7/23/2023","12/12/2023","TLLZZ - TN70","","169","","","","","98","BMBD6944","BNTL1066","C","CC","Sem cio nova","0",
"51619","F4500","59442","7/24/2023","12/19/2023","TLLZZ - TN70","","168","","","","12/27/2023","98","BMBE1605","BJ01023312","C","CC","Nova com cio","1",
"50492","F4513","59449","7/25/2023","12/12/2023","TLLZZ - TN70","","167","","","","","118","BMBD6424","BJ01023169","C","CC","Sem cio nova","0",
"50499","F4439","59464","7/20/2023","12/12/2023","TLLZZ - TN70","","172","","","","1/7/2024","98","BMBE1464","BNTK4614","C","CC","Nova com cio","2",
"50769","F4423","59313","7/19/2023","12/5/2023","TLLZZ - TN70","","173","","","","12/31/2023","98","BMBC8773","PS01078362","C","CC","Nova com cio","2",
"50065","F4382","59479","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","12/25/2023","119","BMBD6940","PS01077222","C","CC","Nova com cio","1",
"50069","F4391","59325","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","1/8/2024","98","BMBE1609","PS01077222","C","CC","Nova com cio","1",
"50074","F4373","59379","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","1/1/2024","128","BMBE7595","BJ01023169","C","CC","Nova com cio","1",
"50480","F4372","59446","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","12/22/2023","128","BMBE7595","BJ01023169","C","CC","Nova com cio","1",
"50486","F4379","59490","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","1/8/2024","128","BMBE7595","BJ01023169","C","CC","Nova com cio","1",
"50490","F4387","59484","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","1/6/2024","119","BMBD6940","PS01077222","C","CC","Nova com cio","2",
"50495","F4390","59486","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","","98","BMBE1609","PS01077222","C","CC","Sem cio nova","0",
"9652","F4401","9918","7/17/2023","12/19/2023","TZZZZ - AVÓ","","175","","","","","113","","","A","AA","Sem cio nova","0",
"F4403","F4403","F4403","7/17/2023","12/26/2023","TZZZZ - AVÓ","","175","","","","12/30/2023","113","","","A","AA","Nova com cio","1",
"F4381","F4381","F4381","7/17/2023","12/26/2023","TLLZZ - TN70","","175","","","","","","","","","","Sem cio nova","0",
"50751","F4348","59330","7/16/2023","12/5/2023","TLLZZ - TN70","","176","","","","1/6/2024","98","BMBE7426","PS01077222","C","CC","Nova com cio","2",
"50756","F4352","59375","7/16/2023","12/5/2023","TLLZZ - TN70","","176","","","","12/20/2023","98","BMBE7426","PS01077222","C","CC","Nova com cio","1",
"50775","F4367","59306","7/16/2023","12/5/2023","TLLZZ - TN70","","176","","","","12/30/2023","98","BMBE7625","PS01078362","C","CC","Nova com cio","1",
"50061","F4366","59311","7/16/2023","12/12/2023","TLLZZ - TN70","","176","","","","12/28/2023","98","BMBE7625","PS01078362","C","CC","Nova com cio","1",
"50070","F4354","59345","7/16/2023","12/12/2023","TLLZZ - TN70","","176","","","","","98","BMBE7426","PS01077222","C","CC","Sem cio nova","0",
"50477","F4364","59460","7/16/2023","12/12/2023","TLLZZ - TN70","","176","","","","1/6/2024","98","BMBE7625","PS01078362","C","CC","Nova com cio","1",
"50478","F4349","59496","7/16/2023","12/12/2023","TLLZZ - TN70","","176","","","","12/20/2023","98","BMBE7426","PS01077222","C","CC","Nova com cio","1",
"50483","F4368","59488","7/16/2023","12/12/2023","TLLZZ - TN70","","176","","","","12/22/2023","98","BMBE7625","PS01078362","C","CC","Nova com cio","1",
"50488","F4355","56843","7/16/2023","12/12/2023","TLLZZ - TN70","","176","","","","1/1/2024","98","BMBE7426","PS01077222","C","CC","Nova com cio","1",
"50058","F4386","59303","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","1/8/2024","119","BMBD6940","PS01077222","C","CC","Nova com cio","2",
"50057","F4395","59361","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","","98","BMBD6467","PS01077222","C","CC","Sem cio nova","0",
"50052","F4396","59321","7/17/2023","12/12/2023","TLLZZ - TN70","","175","","","","12/25/2023","98","BMBD6467","PS01077222","C","CC","Nova com cio","1",
"52023","F4374","59377","7/17/2023","12/5/2023","TLLZZ - TN70","","175","","","","12/21/2023","128","BMBE7595","BJ01023169","C","CC","Nova com cio","1",
"50068","F4433","59376","7/19/2023","12/12/2023","TLLZZ - TN70","","173","","","","12/29/2023","98","BMBE7513","BNTK4614","C","CC","Nova com cio","1",
"50484","F4432","59430","7/19/2023","12/12/2023","TLLZZ - TN70","","173","","","","","98","BMBE7513","BNTK4614","C","CC","Sem cio nova","0",
"9625","F4426","9925","7/19/2023","12/19/2023","TZZZZ - AVÓ","","173","","","","","115","","","A","AA","Sem cio nova","0",
"9635","F4424","9536","7/19/2023","12/19/2023","TZZZZ - AVÓ","","173","","","","","115","","","A","AA","Sem cio nova","0",
"9678","F4425","9543","7/19/2023","12/19/2023","TZZZZ - AVÓ","","173","","","","","115","","","A","AA","Sem cio nova","0",
"49975","F4435","59480","7/19/2023","12/19/2023","TLLZZ - TN70","","173","","","","12/27/2023","98","BMBE7513","BNTK4614","C","CC","Nova com cio","1",
"F4427","F4427","F4427","7/19/2023","12/26/2023","TZZZZ - AVÓ","","173","","","","","115","","","A","AA","Sem cio nova","0",
"F4428","F4428","F4428","7/19/2023","12/26/2023","TZZZZ - AVÓ","","173","","","","","115","","","A","AA","Sem cio nova","0",
"51632","F4409","59233","7/18/2023","11/28/2023","TLLZZ - TN70","","174","","","","1/4/2024","98","BMBE4805","PS01078362","C","CC","Nova com cio","2",
"49974","F4452","59431","7/20/2023","12/19/2023","TLLZZ - TN70","","172","","","","12/24/2023","98","BMBE1920","BNTK4614","C","CC","Nova com cio","1",
"51638","F4410","59232","7/18/2023","11/28/2023","TLLZZ - TN70","","174","","","","1/3/2024","98","BMBE4805","PS01078362","C","CC","Nova com cio","2",
"50759","F4413","59317","7/18/2023","12/5/2023","TLLZZ - TN70","","174","","","","1/8/2024","98","BMBE4805","PS01078362","C","CC","Nova com cio","1",
"50760","F4411","59378","7/18/2023","12/5/2023","TLLZZ - TN70","","174","","","","","98","BMBE4805","PS01078362","C","CC","Sem cio nova","0",
"50764","F4419","59323","7/18/2023","12/5/2023","TLLZZ - TN70","","174","","","","1/6/2024","110","BMBD6743","PS01078362","C","CC","Nova com cio","2",
"50772","F4416","59320","7/18/2023","12/5/2023","TLLZZ - TN70","","174","","","","1/3/2024","110","BMBD6743","PS01078362","C","CC","Nova com cio","2",
"52025","F4407","59390","7/18/2023","12/5/2023","TLLZZ - TN70","","174","","","","","98","BMBE4805","PS01078362","C","CC","Sem cio nova","0",
"50073","F4415","59341","7/18/2023","12/12/2023","TLLZZ - TN70","","174","","","","1/4/2024","110","BMBD6743","PS01078362","C","CC","Nova com cio","1",
"50753","F4377","59385","7/17/2023","12/5/2023","TLLZZ - TN70","","175","","","","","128","BMBE7595","BJ01023169","C","CC","Sem cio nova","0",
"50762","F4397","59380","7/17/2023","12/5/2023","TLLZZ - TN70","","175","","","","12/25/2023","98","BMBD6467","PS01077222","C","CC","Nova com cio","1",
"50763","F4385","59374","7/17/2023","12/5/2023","TLLZZ - TN70","","175","","","","1/4/2024","119","BMBD6940","PS01077222","C","CC","Nova com cio","2",
"51841","F4412","59399","7/18/2023","11/28/2023","TLLZZ - TN70","","174","","","","12/24/2023","98","BMBE4805","PS01078362","C","CC","Nova com cio","1",
"50489","F4353","59461","7/16/2023","12/12/2023","TLLZZ - TN70","","176","","","","12/29/2023","98","BMBE7426","PS01077222","C","CC","Nova com cio","1",
"F4554","F4554","F4554","7/26/2023","12/26/2023","TLLZZ - TN70","","166","","","","12/30/2023","","","","","","Nova com cio","1",
"F4544","F4544","F4544","7/26/2023","12/26/2023","TZZZZ - AVÓ","","166","","","","","110","","","A","AA","Sem cio nova","0",
"F4692","F4692","F4692","8/2/2023","12/19/2023","TLLZZ - TN70","","159","","","","","","","","","","Sem cio nova","0",
"F4710","F4710","F4710","8/2/2023","12/19/2023","TLLZZ - TN70","","159","","","","","","","","","","Sem cio nova","0",
"F4694","F4694","F4694","8/2/2023","12/26/2023","TLLZZ - TN70","","159","","","","","","","","","","Sem cio nova","0",
"F4695","F4695","F4695","8/2/2023","12/26/2023","TLLZZ - TN70","","159","","","","","","","","","","Sem cio nova","0",
"F4696","F4696","F4696","8/2/2023","12/26/2023","TLLZZ - TN70","","159","","","","1/2/2024","","","","","","Nova com cio","1",
"F4697","F4697","F4697","8/2/2023","12/26/2023","TLLZZ - TN70","","159","","","","","","","","","","Sem cio nova","0",
"F4700","F4700","F4700","8/2/2023","12/26/2023","TLLZZ - TN70","","159","","","","","","","","","","Sem cio nova","0",
"F4704","F4704","F4704","8/2/2023","12/26/2023","TLLZZ - TN70","","159","","","","","","","","","","Sem cio nova","0",
"F4655","F4655","F4655","8/1/2023","12/19/2023","TLLZZ - TN70","","160","","","","1/4/2024","","","","","","Nova com cio","1",
"F4675","F4675","F4675","8/1/2023","12/19/2023","TLLZZ - TN70","","160","","","","12/29/2023","","","","","","Nova com cio","1",
"F4676","F4676","F4676","8/1/2023","12/19/2023","TLLZZ - TN70","","160","","","","","","","","","","Sem cio nova","0",
"51625","F4653","59465","8/1/2023","12/19/2023","TLLZZ - TN70","","160","","","","12/24/2023","98","BMBE7916","BJ01021671","C","CC","Nova com cio","1",
"F4659","F4659","F4659","8/1/2023","12/26/2023","TZZZZ - AVÓ","","160","","","","","109","","","A","AA","Sem cio nova","0",
"F4661","F4661","F4661","8/1/2023","12/26/2023","TZZZZ - AVÓ","","160","","","","","109","","","A","AA","Sem cio nova","0",
"F4667","F4667","F4667","8/1/2023","12/26/2023","TLLZZ - TN70","","160","","","","","","","","","","Sem cio nova","0",
"F4668","F4668","F4668","8/1/2023","12/26/2023","TLLZZ - TN70","","160","","","","","","","","","","Sem cio nova","0",
"F4673","F4673","F4673","8/1/2023","12/26/2023","TLLZZ - TN70","","160","","","","","","","","","","Sem cio nova","0",
"F4677","F4677","F4677","8/1/2023","12/26/2023","TLLZZ - TN70","","160","","","","","","","","","","Sem cio nova","0",
"F4683","F4683","F4683","8/1/2023","12/26/2023","TLLZZ - TN70","","160","","","","","","","","","","Sem cio nova","0",
"F4735","F4735","F4735","8/3/2023","12/26/2023","TLLZZ - TN70","","158","","","","","","","","","","Sem cio nova","0",
"F4719","F4719","F4719","8/3/2023","12/26/2023","TLLZZ - TN70","","158","","","","12/31/2023","","","","","","Nova com cio","1",
"F4715","F4715","F4715","8/3/2023","12/26/2023","TLLZZ - TN70","","158","","","","","","","","","","Sem cio nova","0",
"F4750","F4750","F4750","8/4/2023","12/26/2023","TLLZZ - TN70","","157","","","","","","","","","","Sem cio nova","0",
"F4843","F4843","F4843","8/8/2023","12/26/2023","TLLZZ - TN70","","153","","","","","","","","","","Sem cio nova","0",
"F4821","F4821","F4821","8/7/2023","12/26/2023","TLLZZ - TN70","","154","","","","","","","","","","Sem cio nova","0",
"F4828","F4828","F4828","8/7/2023","12/26/2023","TLLZZ - TN70","","154","","","","","","","","","","Sem cio nova","0",
"F4779","F4779","F4779","8/6/2023","12/19/2023","TLLZZ - TN70","","155","","","","","","","","","","Sem cio nova","0",
"F4781","F4781","F4781","8/6/2023","12/26/2023","TZZZZ - AVÓ","","155","","","","1/1/2024","105","","","A","AA","Nova com cio","1",
"F4789","F4789","F4789","8/6/2023","12/26/2023","TZZZZ - AVÓ","","155","","","","","124","","","A","AA","Sem cio nova","0",
"F4792","F4792","F4792","8/6/2023","12/26/2023","TZZZZ - AVÓ","","155","","","","","124","","","A","AA","Sem cio nova","0",
"F4774","F4774","F4774","8/6/2023","12/26/2023","TLLZZ - TN70","","155","","","","","","","","","","Sem cio nova","0",
"F4776","F4776","F4776","8/6/2023","12/26/2023","TLLZZ - TN70","","155","","","","","","","","","","Sem cio nova","0",
"F4685","F4685","F4685","8/1/2023","12/26/2023","TLLZZ - TN70","","160","","","","","","","","","","Sem cio nova","0",
"F4778","F4778","F4778","8/6/2023","12/26/2023","TLLZZ - TN70","","155","","","","1/8/2024","","","","","","Nova com cio","1",
"F4797","F4797","F4797","8/6/2023","12/26/2023","TLLZZ - TN70","","155","","","","","","","","","","Sem cio nova","0",
"F4806","F4806","F4806","8/6/2023","12/26/2023","TLLZZ - TN70","","155","","","","","","","","","","Sem cio nova","0",
"F4808","F4808","F4808","8/6/2023","12/26/2023","TLLZZ - TN70","","155","","","","12/30/2023","","","","","","Nova com cio","1",
"F4810","F4810","F4810","8/6/2023","12/26/2023","TLLZZ - TN70","","155","","","","","","","","","","Sem cio nova","0",
"F4751","F4751","F4751","8/4/2023","12/19/2023","TLLZZ - TN70","","157","","","","","","","","","","Sem cio nova","0",
"F4737","F4737","F4737","8/4/2023","12/26/2023","TLLZZ - TN70","","157","","","","","","","","","","Sem cio nova","0",
"F4745","F4745","F4745","8/4/2023","12/26/2023","TLLZZ - TN70","","157","","","","","","","","","","Sem cio nova","0",
"F4746","F4746","F4746","8/4/2023","12/26/2023","TLLZZ - TN70","","157","","","","1/7/2024","","","","","","Nova com cio","1",
"F4749","F4749","F4749","8/4/2023","12/26/2023","TLLZZ - TN70","","157","","","","","","","","","","Sem cio nova","0",
"F4780","F4780","F4780","8/6/2023","12/26/2023","TLLZZ - TN70","","155","","","","","","","","","","Sem cio nova","0",
"F4553","F4553","F4553","7/26/2023","12/26/2023","TLLZZ - TN70","","166","","","","","","","","","","Sem cio nova","0",
"50493","F4631","59474","7/31/2023","12/12/2023","TLLZZ - TN70","","161","","","","","98","BMBD4651","BJ01023169","C","CC","Sem cio nova","0",
"F4643","F4643","F4643","7/31/2023","12/19/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"49964","F4577","59494","7/28/2023","12/19/2023","TLLZZ - TN70","","164","","","","","116","BMBD9223","BJ01023169","C","CC","Sem cio nova","0",
"51602","F4578","59414","7/28/2023","12/19/2023","TLLZZ - TN70","","164","","","","","116","BMBD9223","BJ01023169","C","CC","Sem cio nova","0",
"F4570","F4570","F4570","7/27/2023","12/26/2023","TZZZZ - AVÓ","","165","","","","","112","","","A","AA","Sem cio nova","0",
"F4573","F4573","F4573","7/27/2023","12/26/2023","TZZZZ - AVÓ","","165","","","","","112","","","A","AA","Sem cio nova","0",
"F4567","F4567","F4567","7/27/2023","12/26/2023","TLLZZ - TN70","","165","","","","","","","","","","Sem cio nova","0",
"51563","F4523","59372","7/26/2023","12/5/2023","TLLZZ - TN70","","166","","","","12/30/2023","120","BMBD7193","BJ01023169","C","CC","Nova com cio","1",
"9612","F4538","9972","7/26/2023","12/19/2023","TZZZZ - AVÓ","","166","","","","","110","","","A","AA","Sem cio nova","0",
"9624","F4539","9498","7/26/2023","12/19/2023","TZZZZ - AVÓ","","166","","","","","110","","","A","AA","Sem cio nova","0",
"9640","F4537","9483","7/26/2023","12/19/2023","TZZZZ - AVÓ","","166","","","","","110","","","A","AA","Sem cio nova","0",
"9648","F4543","9970","7/26/2023","12/19/2023","TZZZZ - AVÓ","","166","","","","1/5/2024","110","","","A","AA","Nova com cio","1",
"49955","F4546","59410","7/26/2023","12/19/2023","TLLZZ - TN70","","166","","","","","130","BMBE5081","BJ01023169","C","CC","Sem cio nova","0",
"49956","F4532","59482","7/26/2023","12/19/2023","TLLZZ - TN70","","166","","","","","98","BMBC8805","PS01079004","C","CC","Sem cio nova","0",
"49967","F4525","59423","7/26/2023","12/19/2023","TLLZZ - TN70","","166","","","","1/6/2024","120","BMBD7193","BJ01023169","C","CC","Nova com cio","1",
"49971","F4530","59493","7/26/2023","12/19/2023","TLLZZ - TN70","","166","","","","","98","BMBC8805","PS01079004","C","CC","Sem cio nova","0",
"51601","F4552","59452","7/26/2023","12/19/2023","TLLZZ - TN70","","166","","","","","98","BMBD4650","BJ01023312","C","CC","Sem cio nova","0",
"51623","F4528","59448","7/26/2023","12/19/2023","TLLZZ - TN70","","166","","","","12/27/2023","120","BMBD7193","BJ01023169","C","CC","Nova com cio","1",
"F4540","F4540","F4540","7/26/2023","12/26/2023","TZZZZ - AVÓ","","166","","","","","110","","","A","AA","Sem cio nova","0",
"F4541","F4541","F4541","7/26/2023","12/26/2023","TZZZZ - AVÓ","","166","","","","","110","","","A","AA","Sem cio nova","0",
"F4542","F4542","F4542","7/26/2023","12/26/2023","TZZZZ - AVÓ","","166","","","","","110","","","A","AA","Sem cio nova","0",
"49953","F4576","59427","7/28/2023","12/19/2023","TLLZZ - TN70","","164","","","","12/23/2023","116","BMBD9223","BJ01023169","C","CC","Nova com cio","1",
"F4604","F4604","F4604","7/29/2023","12/26/2023","TLLZZ - TN70","","163","","","","","","","","","","Sem cio nova","0",
"F4603","F4603","F4603","7/29/2023","12/26/2023","TLLZZ - TN70","","163","","","","","","","","","","Sem cio nova","0",
"F4601","F4601","F4601","7/29/2023","12/26/2023","TLLZZ - TN70","","163","","","","","","","","","","Sem cio nova","0",
"49960","F4637","59478","7/31/2023","12/19/2023","TLLZZ - TN70","","161","","","","","108","BMBD6854","PS01078385","C","CC","Sem cio nova","0",
"51606","F4639","59415","7/31/2023","12/19/2023","TLLZZ - TN70","","161","","","","1/6/2024","108","BMBD6854","PS01078385","C","CC","Nova com cio","1",
"F4644","F4644","F4644","7/31/2023","12/26/2023","TZZZZ - AVÓ","","161","","","","","117","","","A","AA","Sem cio nova","0",
"F4645","F4645","F4645","7/31/2023","12/26/2023","TZZZZ - AVÓ","","161","","","","","117","","","A","AA","Sem cio nova","0",
"F4646","F4646","F4646","7/31/2023","12/26/2023","TZZZZ - AVÓ","","161","","","","","117","","","A","AA","Sem cio nova","0",
"F4647","F4647","F4647","7/31/2023","12/26/2023","TZZZZ - AVÓ","","161","","","","","117","","","A","AA","Sem cio nova","0",
"F4648","F4648","F4648","7/31/2023","12/26/2023","TZZZZ - AVÓ","","161","","","","","117","","","A","AA","Sem cio nova","0",
"F4651","F4651","F4651","7/31/2023","12/26/2023","TZZZZ - AVÓ","","161","","","","","117","","","A","AA","Sem cio nova","0",
"F4610","F4610","F4610","7/31/2023","12/26/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"F4612","F4612","F4612","7/31/2023","12/19/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"F4611","F4611","F4611","7/31/2023","12/26/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"F4615","F4615","F4615","7/31/2023","12/26/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"F4617","F4617","F4617","7/31/2023","12/26/2023","TLLZZ - TN70","","161","","","","1/4/2024","","","","","","Nova com cio","1",
"F4620","F4620","F4620","7/31/2023","12/26/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"F4623","F4623","F4623","7/31/2023","12/26/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"F4641","F4641","F4641","7/31/2023","12/26/2023","TLLZZ - TN70","","161","","","","","","","","","","Sem cio nova","0",
"F4605","F4605","F4605","7/29/2023","12/19/2023","TLLZZ - TN70","","163","","","","","","","","","","Sem cio nova","0",
"49957","F4606","59443","7/29/2023","12/19/2023","TLLZZ - TN70","","163","","","","","98","BMBD9518","BJ01021671","C","CC","Sem cio nova","0",
"49965","F4602","59447","7/29/2023","12/19/2023","TLLZZ - TN70","","163","","","","","98","BMBD9518","BJ01021671","C","CC","Sem cio nova","0",
"F4599","F4599","F4599","7/29/2023","12/26/2023","TLLZZ - TN70","","163","","","","","","","","","","Sem cio nova","0",
